id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
733360869133185616,https://www.airbnb.com/rooms/733360869133185616,20241230155630,2024-12-31,city scrape,Lovely Apartment in Ortakoy,"Unit is located in Ortakoy/Bosphorous which is the most central region of Istanbul. It is a safe area as it is easily accessible to everywhere There are local restaurants around where you can try the variety of Turkish cuisine.<br />However, you can reach historical parks, districts and the most popular areas of Istanbul  is only walking distance <br />Our apartment is designed for groups and families. There are 2 bedrooms, living-room, kitchen and bathroomEverything you need is available",,https://a0.muscache.com/pictures/miso/Hosting-733360869133185616/original/8f1c7298-1780-4642-85fc-dbe379d69d4e.jpeg,413783970,https://www.airbnb.com/users/show/413783970,Address,2021-07-18,"İstanbul, Turkey",,,,,f,https://a0.muscache.com/im/pictures/user/5b890727-374f-4be5-be93-7f9d1fff1055.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5b890727-374f-4be5-be93-7f9d1fff1055.jpg?aki_policy=profile_x_medium,,1,10,"['email', 'phone']",t,t,,Besiktas,,41.053861,29.022606,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Shampoo"", ""Free street parking"", ""Air conditioning"", ""Iron"", ""Pets allowed"", ""Hair dryer"", ""First aid kit"", ""Radiant heating"", ""Coffee"", ""Kitchen"", ""Bed linens"", ""Body soap"", ""Refrigerator"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Free washer"", ""Long term stays allowed"", ""Cleaning products"", ""Essentials"", ""Free parking on premises"", ""Host greets you"", ""Hangers"", ""Hot water kettle"", ""Dedicated workspace"", ""Fire extinguisher"", ""Hot water"", ""Luggage dropoff allowed"", ""Drying rack for clothing"", ""Dining table"", ""Cooking basics"", ""Private patio or balcony"", ""Wifi"", ""Microwave""]","$2,997.00",100,365,100.0,100.0,1125.0,1125.0,100.0,1125.0,,t,30,60,90,365,2024-12-31,0,0,0,,,,,,,,,,,f,1,1,0,0,
1319435615186147724,https://www.airbnb.com/rooms/1319435615186147724,20241230155630,2024-12-30,city scrape,Beşiktaş Minimal Stüdyo Oda,Enjoy a simple and cozy stay in this centrally located quiet place.,,https://a0.muscache.com/pictures/hosting/Hosting-1319435615186147724/original/17278b90-8811-486b-b1c2-fa2259f950d3.jpeg,664242219,https://www.airbnb.com/users/show/664242219,Zehra,2024-11-27,"İstanbul, Turkey",Yeni hesabım burası. Yenilenmiş odalarım ile tekrar bir araya gelmek için sabırsızlanıyorum!,within an hour,99%,98%,f,https://a0.muscache.com/im/pictures/user/User/original/ec30dc25-532e-49dc-84d7-174973881570.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/ec30dc25-532e-49dc-84d7-174973881570.jpeg?aki_policy=profile_x_medium,,2,4,"['email', 'phone']",t,t,,Besiktas,,41.0474900688241,29.006000907938976,Private room in rental unit,Private room,2,0.5,Shared half-bath,1.0,1.0,"[""Heating"", ""Pocket wifi"", ""Room-darkening shades"", ""Shampoo"", ""Iron"", ""Hair dryer"", ""Portable fans"", ""Kitchen"", ""Patio or balcony"", ""Bed linens"", ""Refrigerator"", ""Dishes and silverware"", ""Mosquito net"", ""Washer"", ""Coffee maker"", ""Stove"", ""Hangers"", ""Hot water kettle"", ""Window guards"", ""Shower gel"", ""Conditioner"", ""Hot water"", ""Cleaning available during stay"", ""Oven"", ""Cooking basics"", ""Wifi"", ""Microwave""]","$1,086.00",1,365,1.0,1.0,365.0,365.0,1.0,365.0,,t,0,0,29,304,2024-12-30,0,0,0,,,,,,,,,,example,f,2,0,2,0,
28578921,https://www.airbnb.com/rooms/28578921,20241230155630,2024-12-31,city scrape,İstanbul HUB Flats - Semi basement EcoStudio,"We have been operating with our 10 fully furnished, independent apartments at the same building since 2013. Istanbul HUB is a serviced residence hotel. We provide the basics  with a 24/7 office/reception and its motivated employees.<br />We offer affordable prices, clean and spacious studios and duplexes, fully equipped kitchens, Free wi-fi, free housekeeping services, free laundry, city tours and airport transfers.<br />İstanbul HUB Flats offer you a cozy, fun and modern stay at the heart of İstanbul.",This is Feridiye boutique hotels and residences district. <br />Our neighbourhood never sleeps. <br />You may find goods and services 24/7<br />One of the best advantage is to get to Taksim Square in 5 minutes by walking.,https://a0.muscache.com/pictures/miso/Hosting-28578921/original/397539b6-982e-46f9-b0ce-114458242334.jpeg,8754052,https://www.airbnb.com/users/show/8754052,Ahmet Ertan,2013-09-10,"İstanbul, Turkey","İstanbul Hub Flats offer you a cozy, fun and modern stay at the heart of İstanbul.",a few days or more,0%,,f,https://a0.muscache.com/im/pictures/user/User/original/b4c2e1ad-8a76-4046-b9f2-33e760ab3ad8.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/b4c2e1ad-8a76-4046-b9f2-33e760ab3ad8.jpeg?aki_policy=profile_x_medium,Taksim,4,4,"['email', 'phone', 'work_email']",t,t,"Beyoğlu, İstanbul, Turkey",Beyoglu,,41.03902,28.98172,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,1.0,7.0,"[""Heating"", ""Pocket wifi"", ""Pack \u2019n play/Travel crib"", ""Rice maker"", ""Freezer"", ""Room-darkening shades"", ""Shampoo"", ""Iron"", ""Free dryer \u2013 In building"", ""Central air conditioning"", ""Pets allowed"", ""Hair dryer"", ""Portable fans"", ""Exterior security cameras on property"", ""Smoke alarm"", ""First aid kit"", ""Coffee"", ""Kitchen"", ""Bed linens"", ""Body soap"", ""Free washer \u2013 In building"", ""Refrigerator"", ""Wine glasses"", ""Stainless steel electric stove"", ""Dishes and silverware"", ""Safe"", ""Clothing storage: closet, wardrobe, and dresser"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Cleaning products"", ""Essentials"", ""Long term stays allowed"", ""Self check-in"", ""Building staff"", ""Extra pillows and blankets"", ""Paid parking garage off premises"", ""37 inch HDTV with Amazon Prime Video, Netflix, standard cable"", ""Backyard"", ""Mini fridge"", ""Hangers"", ""Hot water kettle"", ""Coffee maker: french press"", ""Dedicated workspace"", ""Window guards"", ""Fire extinguisher"", ""Shower gel"", ""Hot water"", ""Crib"", ""Bread maker"", ""Drying rack for clothing"", ""Dining table"", ""Luggage dropoff allowed"", ""Books and reading material"", ""Cooking basics"", ""Oven"", ""Wifi"", ""Outdoor dining area"", ""Laundromat nearby"", ""Microwave"", ""Outdoor furniture"", ""Cleaning available during stay""]","$3,183.00",3,180,1.0,3.0,180.0,180.0,2.9,180.0,,t,25,55,85,360,2024-12-31,14,0,0,2018-10-01,2023-01-14,4.71,4.79,4.57,4.79,4.86,4.36,4.43,217575-5,t,1,1,0,0,0.18
1235564363030531987,https://www.airbnb.com/rooms/1235564363030531987,20241230155630,2024-12-31,city scrape,Kadıköy’de lüks eşyalı 1+1 Daire,Enjoy a stylish experience at this centrally located place.,,https://a0.muscache.com/pictures/hosting/Hosting-1235564363030531987/original/38db0dac-3583-489d-a477-dfa73c519c2b.jpeg,523216953,https://www.airbnb.com/users/show/523216953,Melike,2023-07-02,"İstanbul, Turkey",,within a few hours,100%,32%,f,https://a0.muscache.com/im/pictures/user/User-523216953/original/1535371f-1f66-4b3f-bc47-8be45f57a5a1.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-523216953/original/1535371f-1f66-4b3f-bc47-8be45f57a5a1.jpeg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Kadikoy,,40.994801,29.0614175,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Carbon monoxide alarm"", ""Washer"", ""Free parking on premises"", ""Smoke alarm"", ""Exercise equipment"", ""TV"", ""Wifi"", ""Kitchen"", ""Pool"", ""Air conditioning""]","$1,600.00",30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,8,38,68,343,2024-12-31,0,0,0,,,,,,,,,,129970,f,1,1,0,0,
1263216499780286411,https://www.airbnb.com/rooms/1263216499780286411,20241230155630,2024-12-31,city scrape,My house İstanbul Airport,"This lovely accommodation will enchant you. This Hotel room, which is 10 minutes drive from Istanbul Airport, 24/7 reception and room service. This room is 20 m2 in size and includes: Air conditioning, electric kettle, minibar, safe, welcome drink, free water, free tea and coffee, hot water available, metro, taxi, public bus can be used",,https://a0.muscache.com/pictures/hosting/Hosting-1263216499780286411/original/e35212ca-33fc-4af5-89cb-556d0ab928f7.jpeg,593852134,https://www.airbnb.com/users/show/593852134,İsmet,2024-08-03,"İstanbul, Turkey",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User/original/0b43e26b-27b1-4aed-8c36-8c466a288571.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/0b43e26b-27b1-4aed-8c36-8c466a288571.jpeg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Arnavutkoy,,41.22639728633124,28.70481242433377,Room in hotel,Private room,2,,,1.0,1.0,"[""Carbon monoxide alarm"", ""Fire extinguisher"", ""Washer"", ""Noise decibel monitors on property"", ""Exterior security cameras on property"", ""Smoke alarm"", ""First aid kit"", ""Free parking on premises"", ""TV"", ""Outdoor dining area"", ""Wifi"", ""Kitchen"", ""Air conditioning"", ""Dedicated workspace""]","$1,700.00",1,365,1.0,1.0,365.0,365.0,1.0,365.0,,t,29,59,89,364,2024-12-31,3,3,0,2024-10-21,2024-10-30,4.0,3.0,4.33,4.33,4.67,5.0,4.33,15614-16868-07580,f,2,0,2,0,1.25
38794022,https://www.airbnb.com/rooms/38794022,20241230155630,2024-12-31,city scrape,"Modern, stylish, cozy flat  in a perfect location","The location of the flat is very convenient to get to any other area of Istanbul - very short walk to the ferries that go across to Uskudar, Kadıköy or up and down the Bosphorus.  Ortakoy, Dolmabahce Palace and Yıldız Park are nearby. It is in a safe residential neighbourhood while  just a few minutes away from variety of great cafes and restaurants with beautiful Bosphorus views. Nightlife in Besiktas very lively. Places and the streets are full of people late into the night.",,https://a0.muscache.com/pictures/22e07915-ebb8-426a-824e-b2d86b709d90.jpg,296705000,https://www.airbnb.com/users/show/296705000,Fatoş,2019-09-21,"İstanbul, Turkey","I am an environmental engineer by education. In the early years of my professional life I also got professional tourist guide certificate out of interest. I would be happy to give you ideas for places to visit. I am interested in different cultures and especially out of the box opinions. I like to meet new people and exchange ideas. I am told that I am a good conversationalist and a listener. I love dinner parties with lots of people and having fun. İ believe the healing properties of nature, so I go to trekking in the surrounding areas of Istanbul as much as possible. ",,,,t,https://a0.muscache.com/im/pictures/user/8f40ff5c-727c-4f37-836a-166c080d93f0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8f40ff5c-727c-4f37-836a-166c080d93f0.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Besiktas,,41.04562543957497,29.008090923714374,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,"[""Heating"", ""Air conditioning"", ""Iron"", ""Hair dryer"", ""Kitchen"", ""Refrigerator"", ""Dishwasher"", ""Dishes and silverware"", ""Essentials"", ""Washer"", ""Host greets you"", ""Stove"", ""Hangers"", ""Hot water"", ""Private entrance"", ""TV"", ""Cooking basics"", ""Oven"", ""Wifi""]","$2,115.00",100,365,100.0,100.0,365.0,365.0,100.0,365.0,,t,29,59,89,364,2024-12-31,24,1,0,2019-11-11,2024-07-28,4.79,4.96,4.83,4.96,4.92,4.88,4.83,,f,1,1,0,0,0.38
1296988125560955738,https://www.airbnb.com/rooms/1296988125560955738,20241230155630,2024-12-31,city scrape,The Sweet Building Ely~2,"If you stay in this centrally located place, you'll be close to everything as a family.",,https://a0.muscache.com/pictures/hosting/Hosting-1296988125560955738/original/d4cb6bfb-8c89-4bbc-a2e9-0fa8fe770d21.jpeg,459181411,https://www.airbnb.com/users/show/459181411,Burak,2022-05-15,"İstanbul, Turkey",,within an hour,100%,81%,f,https://a0.muscache.com/im/pictures/user/User-459181411/original/fd637c33-e48f-45a0-ba2f-9b247365d13c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-459181411/original/fd637c33-e48f-45a0-ba2f-9b247365d13c.jpeg?aki_policy=profile_x_medium,,12,12,"['email', 'phone']",t,t,,Uskudar,,41.01977660828178,29.015381627033356,Entire rental unit,Entire home/apt,5,1.0,1 bath,1.0,4.0,"[""Freezer"", ""Room-darkening shades"", ""Central heating"", ""Shampoo"", ""Free street parking"", ""Iron"", ""Free dryer \u2013 In building"", ""Other stove"", ""Baking sheet"", ""Central air conditioning"", ""Hair dryer"", ""AC - split type ductless system"", ""Portable fans"", ""Radiant heating"", ""Exterior security cameras on property"", ""Smoke alarm"", ""First aid kit"", ""Kitchen"", ""Bed linens"", ""Wine glasses"", ""Refrigerator"", ""Dishes and silverware"", ""Safe"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Washer"", ""Trash compactor"", ""Paid parking garage off premises"", ""Mini fridge"", ""Hangers"", ""Hot water kettle"", ""Fire extinguisher"", ""Clothing storage: closet"", ""Elevator"", ""Shower gel"", ""Conditioner"", ""Drying rack for clothing"", ""Dining table"", ""TV"", ""Oven"", ""Wifi"", ""Microwave"", ""Crib - available upon request""]","$4,080.00",1,365,1.0,1.0,365.0,365.0,1.0,365.0,,t,30,60,90,365,2024-12-31,0,0,0,,,,,,,,,,34-6247,t,12,12,0,0,
983238893537081398,https://www.airbnb.com/rooms/983238893537081398,20241230155630,2024-12-31,city scrape,Ideal Flat in Old Town İstanbul,"Welcome to our Flat located in the heart of Istanbul's old town. This charming space is the perfect accommodation for travelers seeking a comfortable and convenient stay in this vibrant city<br /><br />Centrally located and a walking distance to the most popular, historical, cultural and tourist attractions such as the Blue Mosque, Hippodrome Square, Grand Bazaar, Hagia Sophia, Topkapi Palace, Spices Bazaar, Golden Horn.<br /><br />Our surroundings is full of restaurants and local markets",,https://a0.muscache.com/pictures/2c638fee-d18a-432a-8e62-9daa1467f493.jpg,228223282,https://www.airbnb.com/users/show/228223282,Richy,2018-11-29,"İstanbul, Turkey","Hi there, I'm Richy
I used to be an employee at a hotel chain but I bailed on my career to become an Airbnb host and my own boss and it's working well since 2018

Ready to host your stay and be your local guide whenever you decide to visit

C YA

ps: please don't try to ask for a cash payment cause it's against airbnb rules and regulation, only airbnb bookings/payments are accepted",within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/cdfaa830-fb27-4b8c-ae9a-c0ce03c138da.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cdfaa830-fb27-4b8c-ae9a-c0ce03c138da.jpg?aki_policy=profile_x_medium,,32,47,"['email', 'phone']",t,t,,Fatih,,41.00401864173103,28.96584637463093,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Heating"", ""Room-darkening shades"", ""Shampoo"", ""Air conditioning"", ""Iron"", ""Pets allowed"", ""Hair dryer"", ""Kitchen"", ""Bed linens"", ""Wine glasses"", ""Dishes and silverware"", ""Long term stays allowed"", ""Cleaning products"", ""Essentials"", ""Hangers"", ""Hot water kettle"", ""Dedicated workspace"", ""Clothing storage: closet"", ""Shower gel"", ""High chair - available upon request"", ""Conditioner"", ""Hot water"", ""Private entrance"", ""Dining table"", ""TV"", ""Cooking basics"", ""Wifi"", ""Microwave"", ""Crib - available upon request""]","$2,292.00",2,365,2.0,2.0,365.0,365.0,2.0,365.0,,t,28,58,64,124,2024-12-31,13,9,0,2023-09-27,2024-10-24,4.08,4.31,4.08,4.62,4.62,4.31,4.08,12-0702,f,19,19,0,0,0.84
989024840364376098,https://www.airbnb.com/rooms/989024840364376098,20241230155630,2024-12-31,city scrape,Newalla Hotel Old City Family Suit - Sea View,,,https://a0.muscache.com/pictures/miso/Hosting-986808062721984995/original/f4db3530-09da-4ad7-bdef-e7fa72b49783.jpeg,538513498,https://www.airbnb.com/users/show/538513498,Faysal,2023-09-23,,,,,100%,f,https://a0.muscache.com/im/pictures/user/b76bb78f-ba26-4426-8856-93db173eb9e7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b76bb78f-ba26-4426-8856-93db173eb9e7.jpg?aki_policy=profile_x_medium,,7,7,"['email', 'phone']",t,t,,Fatih,,41.00288,28.96359,Room in hotel,Private room,4,1.0,1 bath,2.0,3.0,"[""Heating"", ""Pack \u2019n play/Travel crib"", ""Room-darkening shades"", ""Shampoo"", ""Free street parking"", ""Bidet"", ""Paid street parking off premises"", ""Iron"", ""Hair dryer"", ""AC - split type ductless system"", ""Exterior security cameras on property"", ""Smoke alarm"", ""First aid kit"", ""Coffee"", ""Bed linens"", ""Body soap"", ""Wine glasses"", ""Self check-in"", ""Safe"", ""Carbon monoxide alarm"", ""Building staff"", ""Bathtub"", ""Cleaning products"", ""Essentials"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Free parking on premises"", ""Mini fridge"", ""Hangers"", ""Hot water kettle"", ""Dedicated workspace"", ""Fire extinguisher"", ""Elevator"", ""Shower gel"", ""Clothing storage"", ""Sea view"", ""Hot water"", ""Crib"", ""Luggage dropoff allowed"", ""Drying rack for clothing"", ""Cleaning available during stay"", ""TV"", ""Outdoor dining area"", ""Wifi"", ""Laundromat nearby"", ""Outdoor furniture""]","$2,395.00",100,365,100.0,100.0,731.0,731.0,100.0,731.0,,t,8,8,12,34,2024-12-31,0,0,0,,,,,,,,,,,t,7,0,7,0,
938924264583273428,https://www.airbnb.com/rooms/938924264583273428,20241230155630,2024-12-31,city scrape,Where waves meet home,Cozy comfort home <br />Near to the sea 1 min by walking <br />Near to Besiktas center 1 min walking,,https://a0.muscache.com/pictures/miso/Hosting-938924264583273428/original/8afe7f02-d085-4654-936b-da3ca599f7b9.jpeg,475866034,https://www.airbnb.com/users/show/475866034,Ibrahim,2022-08-20,"İstanbul, Turkey",,,,0%,f,https://a0.muscache.com/im/pictures/user/User-475866034/original/d7bc065c-f8b9-4115-b951-52403a74d54e.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-475866034/original/d7bc065c-f8b9-4115-b951-52403a74d54e.jpeg?aki_policy=profile_x_medium,,1,2,['phone'],t,t,,Besiktas,,41.04230535382122,29.00820316009847,Private room in rental unit,Private room,2,1.0,1 bath,2.0,2.0,"[""Washer"", ""Free parking on premises"", ""TV"", ""Wifi"", ""Kitchen"", ""Air conditioning""]","$1,000.00",100,365,100.0,100.0,365.0,365.0,100.0,365.0,,t,30,60,90,365,2024-12-31,0,0,0,,,,,,,,,,,f,1,0,1,0,
43858272,https://www.airbnb.com/rooms/43858272,20241230155630,2024-12-31,city scrape,Fully Renewed Two Bedroom Suite in Taksim | No: 6,"I have 12 apartments where I can host my guests. You can find all the reviews about me on my profile.<br /><br />My apartment is within walking distance to Istiklal Street. Thus, bus, subway etc. located in Taksim Square. you can easily reach public transportation vehicles. It is also very close to Karaköy and Beşiktaş. You can shop from stores in the street and eat and drink in cafes and restaurants.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NDM4NTgyNzI%3D/original/e725b6e8-86a9-448a-8cec-8ecec575b4c6.jpeg,239142602,https://www.airbnb.com/users/show/239142602,Oğuz Emre,2019-01-26,"Istanbul, Turkey",,within an hour,98%,97%,f,https://a0.muscache.com/im/pictures/user/a0246cf7-2275-421c-8f15-445a5213a886.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a0246cf7-2275-421c-8f15-445a5213a886.jpg?aki_policy=profile_x_medium,,11,12,"['email', 'phone']",t,t,,Beyoglu,,41.03356,28.98183,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,4.0,"[""Heating"", ""Air conditioning"", ""Iron"", ""Hair dryer"", ""Exterior security cameras on property"", ""Smoke alarm"", ""First aid kit"", ""Kitchen"", ""Bed linens"", ""Refrigerator"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Essentials"", ""Extra pillows and blankets"", ""Host greets you"", ""Free washer \u2013 In unit"", ""Hangers"", ""Hot water kettle"", ""Stainless steel gas stove"", ""Paid parking lot off premises"", ""Fire extinguisher"", ""Elevator"", ""Clothing storage: wardrobe"", ""Hot water"", ""Luggage dropoff allowed"", ""Drying rack for clothing"", ""Dining table"", ""TV"", ""Cooking basics"", ""Smoking allowed"", ""Wifi \u2013 33 Mbps""]","$3,152.00",2,364,2.0,3.0,364.0,364.0,2.0,364.0,,t,20,50,80,352,2024-12-31,72,3,0,2020-07-12,2024-10-26,4.72,4.81,4.56,4.86,4.89,4.82,4.71,34-2211-3,f,11,11,0,0,1.32
668495597189518383,https://www.airbnb.com/rooms/668495597189518383,20241230155630,2024-12-31,city scrape,Apartment in old city Sultanahmet,"This flat is located on the first floor, above the ground floor. The building does not have an elevator. The air conditioning(24000 Kw) is in the living room and the bedrooms are equipped with fans only.",,https://a0.muscache.com/pictures/miso/Hosting-668495597189518383/original/4545adb3-3722-4f7b-a2cf-ae9c99710658.jpeg,456590459,https://www.airbnb.com/users/show/456590459,Elif,2022-04-29,"İstanbul, Turkey","I love Istanbul and I feel I am so lucky to live in this beautiful city. It is full of everything: history; Roman, Byzantium, Ottoman, great food, modernism, orientalism, old, new, nature, full of culture, surrounded by water ( Golden Horn, Bosphorus, Marmara sea), seagulls, cats, dogs, Asia and Europe, architecture, churches, mosques, mosaics, insightful museums, bazaars and more... My family moved from Isparta which is south of Turkey to Istanbul about 23 years ago. My dad was just a lorry driver but he opened Marmara Guesthouse without any English or experience. He was so brave! I was a kid but loved to grow up with tourists in our house. We recently opened Masif House as well.I have graduated from Istanbul University with a degree in Business Administration and as a student discovered our beautiful nature when I had joined a climbing club at Istanbul University. Climbing then became a hobby for me. Aside from mountain climbing, I also go canyoning, caving (there are lots of caves waiting to be discovered in Turkey), scuba diving and try to see other parts of the world. I think growing up among tourists has given me the culture of traveling. Not only is Istanbul beautiful, our world is so beautiful and so colorful and we must see every single part of our great world before we die. In short: I cannot live without Istanbul! I cannot live without traveling! I cannot live without mountains, caves, nature, animals! I cannot live without my family! ",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/f538d385-05c9-4a64-9576-4fd6c0b25e41.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f538d385-05c9-4a64-9576-4fd6c0b25e41.jpg?aki_policy=profile_x_medium,,7,7,"['email', 'phone']",t,t,,Fatih,,41.0021,28.96844,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,3.0,"[""Heating"", ""Freezer"", ""Room-darkening shades"", ""Paid parking off premises"", ""Shampoo"", ""Iron"", ""Bosch stainless steel gas stove"", ""24 inch HDTV with standard cable"", ""Baking sheet"", ""Hair dryer"", ""AC - split type ductless system"", ""Exterior security cameras on property"", ""Smoke alarm"", ""First aid kit"", ""Kitchen"", ""Bed linens"", ""Refrigerator"", ""Dishes and silverware"", ""Safe"", ""Garden view"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Essentials"", ""Extra pillows and blankets"", ""Mosquito net"", ""Free washer \u2013 In unit"", ""Hangers"", ""Hot water kettle"", ""Fire extinguisher"", ""Clothing storage"", ""Hot water"", ""Luggage dropoff allowed"", ""Drying rack for clothing"", ""Dining table"", ""Oven"", ""Cooking basics"", ""Private patio or balcony"", ""Wifi"", ""Microwave""]","$3,730.00",3,365,1.0,3.0,365.0,365.0,1.7,365.0,,t,27,43,43,73,2024-12-31,2,0,0,2022-08-06,2022-09-04,4.5,4.5,4.5,5.0,5.0,4.5,4.0,22-0192,t,7,3,4,0,0.07
650495228586163291,https://www.airbnb.com/rooms/650495228586163291,20241230155630,2024-12-30,previous scrape,Şehir merkezinde ferah EV,"You can relax with family and friends in this peaceful,spacious, spacious accommodation. You can make your travel plans while sipping your coffee in the middle of the city but also in the calm terrace and crown your dinner with a barbecue on the terrace. Peaceful holidays already.",,https://a0.muscache.com/pictures/c0067daa-0bc0-41f4-9208-439aa01c63d7.jpg,435348475,https://www.airbnb.com/users/show/435348475,Idris,2021-12-09,"İstanbul, Turkey","Yazılımcıyım, aynı zamanda özel bir plastik cerrahi kliniğinde koordinatör olarak görev yapmaktayım.",,,,f,https://a0.muscache.com/im/pictures/user/User-435348475/original/e8863962-070c-43ae-964c-9819634dbf32.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-435348475/original/e8863962-070c-43ae-964c-9819634dbf32.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Sisli,,41.06979,29.0023,Entire loft,Entire home/apt,4,,1.5 baths,3.0,,"[""Heating"", ""Ar\u00e7elik gas stove"", ""BBQ grill"", ""Shampoo"", ""Free street parking"", ""Air conditioning"", ""Iron"", ""Hair dryer"", ""Portable fans"", ""Kitchen"", ""Patio or balcony"", ""Bed linens"", ""Wine glasses"", ""Refrigerator"", ""Clothing storage: closet and wardrobe"", ""Dishes and silverware"", ""Dishwasher"", ""Long term stays allowed"", ""Cleaning products"", ""Essentials"", ""Extra pillows and blankets"", ""Coffee maker"", ""Paid parking garage off premises"", ""Free washer \u2013 In unit"", ""Hangers"", ""Hot water kettle"", ""Dedicated workspace"", ""Ar\u00e7elik stainless steel oven"", ""Hot water"", ""Drying rack for clothing"", ""TV"", ""Books and reading material"", ""Cooking basics"", ""Wifi"", ""Outdoor dining area"", ""Smoking allowed""]",,100,1125,100.0,100.0,1125.0,1125.0,100.0,1125.0,,t,0,0,0,0,2024-12-30,1,0,0,2022-08-31,2022-08-31,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,f,1,1,0,0,0.04
