listing_id,id,date,reviewer_id,reviewer_name,comments
27399627,413779110,2019-02-18,196494483,Chris,Host is very kind in helping you find your way around the city
6665843,47727038,2015-09-21,27073971,Christy,"The apartment is as described and Hikmet was a wonderful host! Check in was easy and he even gave us some fresh fruit as a welcome and later prepared us a delicious Tirkish breakfast. He also arranged an airport transfer for us early in the morning and was always available to answer questions and help. The location is great, wifi and AC work well. Overall no complaints! I recommend staying here!"
52199157,1197706334775802525,2024-07-10,572396899,Furkan,Teşekkürler
50871528,625893806942609685,2022-05-13,455335207,Asel,"The location was perfect - close to the waterfront, Galata tower, tons of restaurants, and all types of transportation. Eyp and the teams were very responsive and swiftly helped with all of our questions/ requests."
541229140538290059,919384133512536546,2023-06-22,476923153,Semih,"Awesome place and location, I enjoyed my stay. Thanks to the host being helpful and responsive!"
560718834025539343,605589604382668606,2022-04-15,4637920,Vadim,Great host! Very attentive and helpful
1089928286710590892,1267238906251109985,2024-10-14,97223153,Anna,"The appartment is simple and clean. The location is great - very close to Kabatas (tram, ferry), but it's in small street so it was quiet. The process of accomodation was well explained and without any complications. The host responded to any question we had immediately. Good value for the money, would definitely stay there again."
49123256,875843046002690435,2023-04-23,437021279,Bora,"Son derece sessiz sakin güzel bir ev, düzenli tertipliydi, ev sahibi misafirperverdi. Balkondan deniz görünüyor ve oturması keyifliydi açıkçası. Temizlik konusunda standarttı diyebilirim her yerde olduğu gibi ortalamaydı."
667385566992116127,1009916485149468957,2023-10-25,334967492,Jo,"We had a great few days in Istanbul. Döne's place is really well located, perfect for a family - plenty of space and 2 bathrooms. Its abiut 10 minutes walk to the Blue Mosque, Hippodrome etc. There are some good restaurants in easy walking distance. Taking a left turn out of the apartment and going down hill you'll find restaurants and a little supermarket.  There are other restaurants going up hill as well. The tram is close by to get to other parts of Istanbul. All in all a great location. Döne was very helpful and responded quickly to questions etc. She orgsnised taxis for us and although we didn't need help with anything whilst there i got the impression that she would help if asked. We would stay there again!"
939236694315697523,970808359396848735,2023-09-01,59741604,Nilgun,"The location was absolutely perfect. In the heart of Kadikoy close to shops, markets, restaurants, cafes, bars and buzzing night life.Everything is on the doorstep including great breakfast places. In the meantime the apartment was overlooking to a green garden and very tranquil with a view. Being on a pedestrianised street made it very quite and peaceful. <br/>Within 5 minutes walking distance we manage to get all the transport, Metro, ferry, bus and taxis. Ferry takes you to European side of the city and makes a very enjoyable trip.<br/>The apartment was very clean and<br/>spacious with well equipped kitchen and nice bathroom. Having a washing machine, a dishwasher and study desk was helpful. Air conditioning was available but as the house was well aired and cool even in the middle of summer we did not need to use the AC.<br/>Our host was very helpful, prompt and easy to communicate and loaded us with lots of local information and entertainment tips. <br/>We would go back and highly recommend."
41021410,719017838,2020-12-28,3177512,Grigory,Уютная двухэтажная квартира с двумя террасами с шикарными видами. Расположена в тихой части исторического центра Стамбула. Подходит для  проживания 3-4 человек. Али и его брат - очень доброжелательные хозяева. Всегда были на связи и помогали советами в случае необходимости.
674374528728324312,1234696163270378264,2024-08-30,45897139,Sympa74,Nous avons été bien reçu.  L appartement est bien situé  proche du métro.  les restaurants sont situés  dans les rues parallèle   à l immeuble. On ne le sait pas le premier jour. Salle de sport piscine intérieur et extérieur.  personnrl de l immeuble très sociable et agréable. Bonne réactivité de notre hote.
545566758181747184,949821408110300350,2023-08-03,119356495,Niki,Mustafa’s place is very close to both the metro station and ferry terminal. The view is spectacular and he provided great amenities. Mustafa also communicated very well throughout my stay.
909951188568422494,912130434993291780,2023-06-12,403037242,Karan,bu guvenli güzel konaklama sagladigi icin icten teşekkürlerimi kesinlikle iletmek isterim insan canlisi ve cok iyi bir insan yardim sever siddetle herkese tavsiye ederim hersey gönlünce olmasini diliyorum konum harika tüm ulasima yürüme mesafesinde ve gayet temizdi tekrar kalmak isterim
25661877,967162036265070387,2023-08-27,533441847,Mert,The wi-fi was very slow and phone signal was very weak in the room but other than that not much to complain about.
4390796,427817603,2019-03-24,6523915,César,"Alll good! Location, cleanliness, friendly staff"
763059244727097267,951992639591531705,2023-08-06,430760274,Gokhan,It was a great trip thank you.
44186866,1002755483890156095,2023-10-15,139450324,Yiğitcan,Konum olarak gerçekten çok iyidi.
47372967,740493603,2021-03-20,23212348,Ali,Temiz ve sıcak bir ortam .Hiçbir sorunla karşılaşmadım.Tavsiye ederim.Fiyatına göre çok iyi
658683119493056984,758497830764182697,2022-11-12,71717986,Nataliya,"Rasim is a great host. He made his best to help with our needs even before we arrived. We felt super comfortable and welcomed.. The communication was fast, clear, very helpful. The apartment is on the third floor in the quiet street next to famous Galata Tower. It is very clean, nicely decorated in every room. The beds are very comfortable. There are necessary kitchen appliances for making breakfast and cooking if needed.  It’s very easy to get to all sightseeings from the apartment, T1 tram stop is 6 min away down the hill. Taxis are always around in this area. Plenty of good restaurants and cafes nearby. Perfect wifi connection. We had a wonderful stay at this apartment! Great job, Rasim!"
29816349,561933079,2019-11-10,308163292,Batuhan,Gayet temiz ve güvenilir tavsiye ederim
1205208398021730530,1231748006050406426,2024-08-26,544135603,Alper,Maşallah Bey oldukça ilgili bir ev sahibi. gelmeden önce ev hakkında detaylı bilgileri verdi ekstradan bir sorunla karşılaşmamız durumunda sürekli destek olabileceğini söyledi. Ev beklediğimde çok daha temizdi.
607823869190427185,1012892560571035359,2023-10-29,423542049,Малика,👍
1109185011986336940,1291901294544144814,2024-11-17,661788462,Anna,"Квартира прекрасная, при прибытии мы обнаружили что вода в душе не уходит, не было воды, туалетной бумаги и батареи были выключены, но вечером все было уже исправлено<br/>на 3 день нашего проживания хозяин попросил нас показать квартиру другим людям, на что я отказала. Он начал сердиться и возмущаться, потому что это его квартира и соответственно его условия должны быть и он может заходить когда захочет в СВОЮ квартиру. Так как меня не было дома он предложил прийти с гостями когда я приду и показать гостям при мне, но мой ответ был отрицательным. Тк я не собираюсь устраивать показы и не хочу впускать незнакомых людей во время моего проживания (5 дней) и попросила устроить это мероприятие после моего отъезда. В ответ я услышала много негатива, какой я плохой человек и тд И хозяин отправил заявление на ранний выезд, так как не хочет чтобы я проживала в этой квартире. (Я останавливалась с сестрой и мамой) при том правил мы не нарушали. Он хотел также зайти, в квартиру, тк у него есть ключи."
40833894,484540059755121632,2021-10-30,12266497,Vitalii,"Доброжелательный, отзывчивый."
991239241709627359,1116475865517991287,2024-03-20,54302507,Kun,在老城，可以感受本地人的生活，有些意大利napoli的味道。<br/>交通还便利，就是需要走一段斜坡。<br/>房东热情会德语 英语和俄语，曾经在瑞士工作过。<br/>房间还干净，只是有些家具的门已经坏了。
48898923,962829991588615351,2023-08-21,87547188,Ali,Merci pour votre accueil
561487483401664815,668646250997375299,2022-07-11,62983811,Rizwan Ahmad,"Vi har haft lejet denne vidunderligere villalejelighed med beliggenhed i et børnevenlig område, og med udsigt til havet. Jeg vil tillade at betegne lejeligheden som penthouse lejlighed, for den havde alt hvad en penthouse lejelighed har, stor dejlig terresse. Omgivelserne er helt perfekt for alle aldersgrupper. Der er en fælles pool som vi alle fik brugt flittigt. Tak til Ceyda og hendes mand som jævnligt fulgte op på vores ophold. Helt perfekt host. Kan varmt anbefale.  👍🏻"
3517150,567272193,2019-11-22,53824379,Kari,The apartment fullfilled our expectations and the view was really wonderful!
34929597,554963349,2019-10-27,24737596,Michael,"These guys were amazing. Even after getting in after 9pm Velat (I hope I spelled that right) offered us tea and cookies and sat with us and explained everything. They have a great breakdown of the hotel itself as well as a book of local spots to go too. The amazing place speaks for itself and Yusuf and Velat push it over the edge for an excellent place to stay with their amazing hospitality. The restaurant downstairs was also THE best meal we had while in Istanbul so, it's got that too haha. Walk to everything, cleaned every day, yeah, 5-stars all around. Great spot, would recommend, and will definitely stay again!"
836319739950179862,1282515822913796036,2024-11-04,174665021,Walter,Great place with beautiful views. Very close to great restaurants and attractions. Would definitely love to come back.
1249207280197646680,1286793715253978175,2024-11-10,485207148,Batuhan,It was a nice apartment with a beautiful view. I recommend it.
50522645,962140231261377503,2023-08-20,518552082,Mehmet Akif,her şey mükemmeldi ilgi ve alakalıydı ev sahibi memnun kaldık
625393029328670022,1142076873218397085,2024-04-24,462881627,Ievgen,"Квартира не соответствует опубликованным фотографиям, на фото она выглядит как современная уютная квартира, возможно когда то она такой и была, но на момент моего приезда квартира была в плохом состоянии (диван, кровать и подушки были в засаленных пятнах) ковралин, который был во всей квартире - очень грязный и так же в пятнах. Так же квартира вся прокурена все вещи воняют запахом сигарет. Удивительно что большое количество людей в отзывах этой квартиры пишут что им все понравилось. Возможно кому-то мои отзыв будет полезен. <br/>Спасибо команде Airbnb за оперативную поддержку и ответы!"
53934625,833145784894554357,2023-02-23,500926763,Hadi,"Mr tolga is an outstanding host, speaks English well, was very welcoming, gave us extra utilities like coffee, towels, shampoo, also a 2L water bottle. Not to mention his quick and fast response, if you need anything from him he will be there in 4 minutes. You can ask him for any information about Istanbul and he will sort you out. The only small issue is the apartment is located on ground floor so you night hear some noise of people passing by but nonetheless everything else was on point."
910716809879585889,1058478800111700332,2023-12-31,468021990,Samy,Geen warm water en de plek was niet goed schoongemaakt 🤡
23538153,671522678065966426,2022-07-15,40931451,Gael,"The apartment is very nice and comfortable! Location is very convenient. Umut was very helpful and friendly, he’s great host!"
750291,3729774,2013-03-09,4795577,Masha,"Apartment is good, the place is great (just in 10-15 min of walk to Istiklyal and 30-40 to Sultanahmet). Safak is a really nice person, she gave us lots of good advices and quickly responded to all requests.<br/>P.S. Neighbors are also great) "
51389157,1291958934102185602,2024-11-17,254489246,AnoosHiravan,"The place is lovely, traditional and fully renovated , like many historical places of istanbul , this house was one of a kind<br/>I really enjoyed staying there , and recommend everyone this place <br/>Thanks Eyup"
46127736,452654906089108096,2021-09-16,376235128,Érika,"¡Más que recomendable! <br/>El lugar tiene una ubicación inmejorable ya que puedes caminar a las principales atracciones turísticas sin necesidad de utilizar el transporte público. En caso de querer/necesitar usarlo, está a tan solo unos metros, ¡por lo que genial!.<br/>La zona tiene restaurantes, supermercados, cajeros automáticos, puntos de información turística y diferentes tipos de comercios a tan solo unos pasos. Sin embargo, puedes descansar sin problemas.<br/>El hostal está más que limpio, las instalaciones cuidadas y tiene más de lo necesario para tener una estancia satisfactoria, pero, sin duda alguna lo mejor de todo....es el staff!! Profesionalmente, es un placer saber que ellos siempre están dispuestos a ayudarte a hacer una reserva, recomendarte aquello que más se adapta a tus gustos, mediar entre los locales y tú....¡un placer y muy sencillo todo!.  Poder charlar con ellos y conocer de primera mano rasgos de la cultura, gastronomía, historia ha sido lo que ha marcado la diferencia en mi estancia."
42366447,744240939,2021-04-01,386740247,Ersin,Kesinlikle tavsiye ederim konum ve daire çok güzel. Ev sahipleri çok ilgili davranıyorlar tekrar konaklamaya düşünüyorum.
630052474658170855,752679673254878688,2022-11-04,469620872,Yara,شقة ممتازة جدا <br/>نفس الصور الموجودة بالموقع <br/>يوجد فيها غسالة وادوات النظافة <br/>صوت الشارع مزعج نوعا ما <br/>يوجد مكيف واحد في الصالة
825315542331121385,888916194961403548,2023-05-11,411366530,Lissy,"Eine saubere, schöne Wohnung, die den Bildern & Angaben entspricht. Freundliche Gastgeber, die schnell auf Rückfragen reagieren. Wir waren sehr zufrieden ☀️"
836925833791173132,1043272789485892704,2023-12-10,530824741,Sevval,Ev fotograflarda gorundugu gibiydi ve tertemizdi Murat Bey de cok ilgili davrandi
54395940,661395302356495847,2022-07-01,365084400,Aruzhan,It wasn’t bad. But so far from all fast transport as a metro and metrobus. And also I didn’t see information about the floor of flat(it’s on a -2 floor). There was also bad smell and flat had a high humidity.
24643897,675068802185368666,2022-07-20,74505252,Kene,Great location. Literally Galata Tower - the key landmark of Istanbul is a 1 minute walk away and can be seen on the terrace of the building. Host was very responsive and will meet you same day of arrival to ensure the home meets your needs. Location well furnished. AC available. Quiet at night in the building. Despite the tourist dining activities at night.
983708539863575568,1017954348388988311,2023-11-05,482053479,Tarek,Thanks
679065477098899949,935316386509115726,2023-07-14,446005949,Revati,Absolutely loved staying at Özlem’s place. Özlem is very accommodating and helpful. The view from the apartment and the place itself was so great! The surroundings are lively and beautiful with shops all around. <br/>The bus stop is a minute away to take you to city centre. Definitely will visit again.
917191492846162514,952042739848289791,2023-08-06,86988839,Meshal,Evening is excellent
18727061,1219494488222576998,2024-08-09,22392361,Emre,"Huzurlu bir mahalle, ev sahibi ilgili ve yardımcı. Ev fotoğraftaki gibi. Çok güzel vakit geçirdik."
16625848,319321589,2018-09-06,42101717,Yarriz,"Geweldige ervaring! Supervriendelijke Engelssprekende host die altijd voor ons klaar stond. Zeer behulpzaam en sympathiek. Het appartement was prachtig gemeubileerd, schoon en zeer centraal gelegen dichtbij de hoofdstraat in het centrum van Istanboel. Ik zou zeker terugkeren naar dit appartement. 5 sterren welverdiend!"
35899358,477369918,2019-06-28,257827389,Noman,Amazing place to live such a nice hospitality ;)
1476508,24880561,2015-01-03,24926781,Arip,"Very nice hosting during holiday in Istanbul. Very helpful. I remember that he contacted me at facebook and described good information by phone. You can find bus stop, small turkish restaurant, ATM, minimarket, and traditional market (on wednesday). And the most important: the heater helped me during winter season. Never switch off by landlord. "
52481252,1177443879136064894,2024-06-12,1891261,Konstantinos,Excellent host!
810178224585772975,892587228682476675,2023-05-16,509769167,Dilara,"Freundliche Gastgeber. Sehr hilfsbereit, Unterkunft war modern und sehr Zentral."
861678703164049413,1104914965856488009,2024-03-04,432479787,Mr.PQS,nice home really enough space lot of light and pretty quiet love it. I recommend
953689131784876224,1083926714327263842,2024-02-04,311701450,Çağla,"Ev fotoğraflarda göründüğü gibiydi ve temizdi. Konum olarak da güzel bir yerde. Konaklamadan çok memnun kaldık. Burak bey de çok ilgili, konaklamamızda bize yardımcı olduğu için kendisine teşekkür ederim."
47286867,1038246679243386934,2023-12-03,115928067,Alexander,"A perfect place to stay.<br/>We were here with a group of 8 people and we loved the authenticity of this house. <br/>Easy walk to most popular locations, lots of restaurants and cafes nearby."
867415442718272478,1272357844170597321,2024-10-21,22578564,David,Tout s'est très bien passé dans la chambre d'hôtel proposée. Elle correspond à la description et est accessible en deux minutes de la station de métro Tophane
53256040,663583244803009203,2022-07-04,49692391,Niklas,nice apartment in an lovely area of istanbul
24221482,862111005745415397,2023-04-04,56992356,Gary,"A great apartment in Beyoglu. A great terrace view, very good location and very clean. Missy was quick to communicate and we would highly recommend."
38168303,722486461,2021-01-07,173251268,Андрей,"Очень стильный аутентичный интерьер в самом сердце Стамбула. В 2 минутах от улицы Истикляль. Рядом магазины, рестораны. Апартаменты расположены в старинном особняке.Есть  стиральная, сушильная, посудомоечная машина. Все очень понравилось! Единственный минус - посуда была грязная."
691006378124564373,1302827736522438653,2024-12-02,416400992,Anas,Very helpful host and great location to visit the center of Istanbul… highly recommend
1182404415028461099,1302113175471613965,2024-12-01,538515477,Ömer Baran,Kenan bey mükemmel bir ev sahibi çok memnun kaldık ne zaman İstanbul’a gelirsek Kenan beyden başkasıyla muhatap olmayız herkese öneririm herşey beklediğimden daha güzeldi
817093355954398367,1189028538958303825,2024-06-28,108030623,Maylis,"I had a fabulous stay with Okan and Bahar. The view is majestic, and the place itself is super welcoming and comfortable, perfect after a long day of sight-seeing!<br/>Istanbul is known to be a very 'dynamic' city, so I was a little concerned about the noise and agitation. Fear not! This place has it all: optimal location (it will take you less than 2 minutes to be on the Galata Tower forecourt) as well as peace and quiet.<br/>Communication with both hosts was great.<br/>I couldn't recommend this place with more enthusiasm."
5229195,86789579,2016-07-17,4787746,Sarah,"The apartment is great very clean well located. Melis and Fatih are very nice. We had some fresh fruits, snacks, water in the fridge when we get in. They are available any time for any questions and they speak a perfect english which is nice as not everyone speaks in Istanbul. I definitely recommend for 2 couples or 4 friends."
648203538824828093,1304286090822991981,2024-12-04,554513009,Serdar,konaklama mükemmeldi ev sahibi çok ilgiliydi ada hakkında bir çok bilgiye sahipti herkese tavsiye ederim
1023122711683647776,1056307065537236909,2023-12-28,526826854,Fatih,"Konum olarak gayet güzel, Serpil hanım da gayet yardımcı oldu."
612252890387088298,659853839794932259,2022-06-29,457293396,Ojeni Abudaram,"Mert has been exceedingly welcoming,helpful and and very hospitable."
665640107171404250,959955468585512595,2023-08-17,205637058,Saima,We had a wonderful stay here. The location is super convenient with Beşiktaş square a short walk away and the tram and ferry right outside. The place itself was outstanding- we couldn’t have asked for more. Tuna was incredibly welcoming and so helpful. Don’t think about it- just book it!
862075826474426768,1140427237123836971,2024-04-22,171322805,Munira,Great location and awesome host. Enes gave us good recommendations for the area. Definitely would recommend!
35537425,1002741369642545899,2023-10-15,428493578,Barış,harika bir deneyimdi her şey için teşekkürler
